Agile frog
California red-legged frog
Cascades frog
Central Asiatic frog
Chaochiao frog
Chevron-spotted brown frog
Columbia spotted frog
Common frog
Dybowski's frog
Foothill yellow-legged frog
Greek stream frog
Rana hanluica
Hokkaidō frog
Rana holtzi
Huanren frog
Iberian frog
Italian agile frog
Italian stream frog
Japanese brown frog
Johns' groove-toed frog
Korean brown frog
Leopard frog
Long-legged wood frog
Rana longicrus
Rana luteiventris
Montane brown frog
Moor frog
Mountain yellow-legged frog
Rana muscosa
Northern red-legged frog
Rana omeimontis
Oregon spotted frog
Plateau brown frog
Pyrenean frog
Rana amurensis
Rana basaltica
Rana berlandieri
Rana chensinensis
Rana magnaocularis
Rana pipiens
Rana pseudodalmatina
Rana sangzhiensis
Ryukyu brown frog
Rana sauteri
Sichuan frog
Rana-de Arbol De Sierra De Juárez
Rana-ladrona De Sierra De Juárez
Sierra Nevada yellow-legged frog
Rana sierrae
Stream brown frog
Tago's brown frog
Rana tavasensis
Tsushima brown frog
Rana ulma
Rana zhengi
Zhenhai brown frog
NOPE Zhenhai brown NOPE
